"employee_id","pos_attitude_ai","freq_use_ai","pos_attitude_ai_label","freq_use_ai_label"
"135203",2,1,"Strongly Disagree","Never"
"797126",6,5,"Strongly Agree","Very Often"
"378257",6,6,"Strongly Agree","All the time"
"417648",4,5,"Neutral","Very Often"
"800740",3,3,"Disagree","Occasionally"
"973700",2,2,"Strongly Disagree","Rarely"
"261635",5,1,"Agree","Never"
"401127",5,2,"Agree","Rarely"
"451057",5,6,"Agree","All the time"
"399355",2,6,"Strongly Disagree","All the time"
"191254",5,4,"Agree","Fairly Often"
"484240",4,1,"Neutral","Never"
"739733",2,1,"Strongly Disagree","Never"
"785472",4,2,"Neutral","Rarely"
"504690",3,1,"Disagree","Never"
"597855",1,6,"Completely Disagree","All the time"
"981451",5,3,"Agree","Occasionally"
"947265",5,3,"Agree","Occasionally"
"215720",6,3,"Strongly Agree","Occasionally"
"579851",2,1,"Strongly Disagree","Never"
"567358",4,6,"Neutral","All the time"
"103341",2,3,"Strongly Disagree","Occasionally"
"444085",1,3,"Completely Disagree","Occasionally"
"981167",5,4,"Agree","Fairly Often"
"328472",2,2,"Strongly Disagree","Rarely"
"365577",6,6,"Strongly Agree","All the time"
"426938",3,2,"Disagree","Rarely"
"703392",4,5,"Neutral","Very Often"
"619498",2,3,"Strongly Disagree","Occasionally"
"470591",2,6,"Strongly Disagree","All the time"
"386640",2,2,"Strongly Disagree","Rarely"
"521937",3,2,"Disagree","Rarely"
"916473",5,3,"Agree","Occasionally"
"271869",5,4,"Agree","Fairly Often"
"825111",1,3,"Completely Disagree","Occasionally"
"847035",5,3,"Agree","Occasionally"
"815345",3,1,"Disagree","Never"
"983964",3,3,"Disagree","Occasionally"
"868995",7,6,"Completely Agree","All the time"
"216268",3,4,"Disagree","Fairly Often"
"833791",2,3,"Strongly Disagree","Occasionally"
"948085",4,2,"Neutral","Rarely"
"467797",5,6,"Agree","All the time"
"242206",5,2,"Agree","Rarely"
"824143",5,5,"Agree","Very Often"
"305299",6,6,"Strongly Agree","All the time"
"925412",7,6,"Completely Agree","All the time"
"672340",2,1,"Strongly Disagree","Never"
"181409",3,5,"Disagree","Very Often"
"187637",6,5,"Strongly Agree","Very Often"
"853909",5,6,"Agree","All the time"
"190144",4,5,"Neutral","Very Often"
"292591",4,2,"Neutral","Rarely"
"440451",7,6,"Completely Agree","All the time"
"941962",5,5,"Agree","Very Often"
"294973",4,1,"Neutral","Never"
"706141",1,4,"Completely Disagree","Fairly Often"
"946292",5,5,"Agree","Very Often"
"720539",6,2,"Strongly Agree","Rarely"
"511022",6,3,"Strongly Agree","Occasionally"
"367615",5,5,"Agree","Very Often"
"999780",2,1,"Strongly Disagree","Never"
"900821",3,5,"Disagree","Very Often"
"882466",5,5,"Agree","Very Often"
"761145",5,2,"Agree","Rarely"
"415002",5,2,"Agree","Rarely"
"796947",3,4,"Disagree","Fairly Often"
"231641",3,3,"Disagree","Occasionally"
"331595",2,2,"Strongly Disagree","Rarely"
"195293",1,1,"Completely Disagree","Never"
"658746",4,4,"Neutral","Fairly Often"
"391908",5,5,"Agree","Very Often"
"550661",4,6,"Neutral","All the time"
"915255",7,4,"Completely Agree","Fairly Often"
"740264",5,1,"Agree","Never"
"498302",4,6,"Neutral","All the time"
"949781",2,1,"Strongly Disagree","Never"
"966525",6,6,"Strongly Agree","All the time"
"729462",6,5,"Strongly Agree","Very Often"
"684906",2,2,"Strongly Disagree","Rarely"
"425614",2,3,"Strongly Disagree","Occasionally"
"404532",7,6,"Completely Agree","All the time"
"271249",7,6,"Completely Agree","All the time"
"628517",3,2,"Disagree","Rarely"
"206122",4,5,"Neutral","Very Often"
"717589",4,1,"Neutral","Never"
"208257",3,2,"Disagree","Rarely"
"121491",3,1,"Disagree","Never"
"593692",7,6,"Completely Agree","All the time"
"193483",4,2,"Neutral","Rarely"
"227658",6,6,"Strongly Agree","All the time"
"940317",5,6,"Agree","All the time"
"751578",3,3,"Disagree","Occasionally"
"502664",2,6,"Strongly Disagree","All the time"
"383157",2,3,"Strongly Disagree","Occasionally"
"336517",5,2,"Agree","Rarely"
"924245",5,6,"Agree","All the time"
"519541",6,5,"Strongly Agree","Very Often"
"653415",2,1,"Strongly Disagree","Never"
"170588",3,4,"Disagree","Fairly Often"
"482369",2,1,"Strongly Disagree","Never"
"392756",1,1,"Completely Disagree","Never"
"882404",2,3,"Strongly Disagree","Occasionally"
"339432",3,3,"Disagree","Occasionally"
"132448",6,4,"Strongly Agree","Fairly Often"
"950749",4,5,"Neutral","Very Often"
"819204",5,2,"Agree","Rarely"
"614344",7,5,"Completely Agree","Very Often"
"731180",4,3,"Neutral","Occasionally"
"112228",4,2,"Neutral","Rarely"
"645940",5,6,"Agree","All the time"
"375814",5,3,"Agree","Occasionally"
"783291",5,6,"Agree","All the time"
"744269",6,5,"Strongly Agree","Very Often"
"536982",6,5,"Strongly Agree","Very Often"
"229119",4,3,"Neutral","Occasionally"
"264800",3,2,"Disagree","Rarely"
"932769",7,6,"Completely Agree","All the time"
"997564",4,5,"Neutral","Very Often"
"507272",6,4,"Strongly Agree","Fairly Often"
"670164",3,4,"Disagree","Fairly Often"
"705200",3,2,"Disagree","Rarely"
"332977",4,2,"Neutral","Rarely"
"570149",5,3,"Agree","Occasionally"
"852711",4,5,"Neutral","Very Often"
"589855",4,2,"Neutral","Rarely"
"399846",5,4,"Agree","Fairly Often"
"275519",7,6,"Completely Agree","All the time"
"100516",7,5,"Completely Agree","Very Often"
"166051",3,5,"Disagree","Very Often"
"496556",5,5,"Agree","Very Often"
"921061",5,4,"Agree","Fairly Often"
"218553",7,5,"Completely Agree","Very Often"
"381293",6,2,"Strongly Agree","Rarely"
"130996",6,4,"Strongly Agree","Fairly Often"
"887058",5,4,"Agree","Fairly Often"
"775427",6,5,"Strongly Agree","Very Often"
"741689",2,4,"Strongly Disagree","Fairly Often"
"319821",7,1,"Completely Agree","Never"
"324258",3,3,"Disagree","Occasionally"
"733311",5,5,"Agree","Very Often"
"432438",7,6,"Completely Agree","All the time"
"488444",1,1,"Completely Disagree","Never"
"893597",3,1,"Disagree","Never"
"284396",3,5,"Disagree","Very Often"
"578980",6,6,"Strongly Agree","All the time"
"138276",6,6,"Strongly Agree","All the time"
"845632",3,1,"Disagree","Never"
"649708",6,3,"Strongly Agree","Occasionally"
"506934",5,2,"Agree","Rarely"
"259162",3,2,"Disagree","Rarely"
"672306",3,2,"Disagree","Rarely"
"749487",2,2,"Strongly Disagree","Rarely"
"710869",5,2,"Agree","Rarely"
"550450",2,2,"Strongly Disagree","Rarely"
"467283",5,4,"Agree","Fairly Often"
"688666",3,2,"Disagree","Rarely"
"298092",2,3,"Strongly Disagree","Occasionally"
"966688",7,5,"Completely Agree","Very Often"
"705783",3,5,"Disagree","Very Often"
"655734",4,3,"Neutral","Occasionally"
"756237",5,6,"Agree","All the time"
"495174",5,4,"Agree","Fairly Often"
"881689",4,1,"Neutral","Never"
"110185",4,1,"Neutral","Never"
"814326",1,5,"Completely Disagree","Very Often"
"413403",5,5,"Agree","Very Often"
"302569",2,1,"Strongly Disagree","Never"
"502447",3,2,"Disagree","Rarely"
"911626",6,6,"Strongly Agree","All the time"
"316296",2,3,"Strongly Disagree","Occasionally"
"783718",3,1,"Disagree","Never"
"484654",4,3,"Neutral","Occasionally"
"518794",5,3,"Agree","Occasionally"
"836142",4,2,"Neutral","Rarely"
"464656",7,5,"Completely Agree","Very Often"
"726206",4,5,"Neutral","Very Often"
"923142",3,1,"Disagree","Never"
"247840",7,5,"Completely Agree","Very Often"
"919936",5,3,"Agree","Occasionally"
"928204",4,4,"Neutral","Fairly Often"
"690285",5,2,"Agree","Rarely"
"715373",1,1,"Completely Disagree","Never"
"580700",5,6,"Agree","All the time"
"607463",1,2,"Completely Disagree","Rarely"
"420335",4,4,"Neutral","Fairly Often"
"584959",4,4,"Neutral","Fairly Often"
"574853",1,1,"Completely Disagree","Never"
"107289",5,3,"Agree","Occasionally"
"600162",6,2,"Strongly Agree","Rarely"
"343966",3,3,"Disagree","Occasionally"
"347526",3,6,"Disagree","All the time"
"370387",6,5,"Strongly Agree","Very Often"
"797752",1,1,"Completely Disagree","Never"
"369640",3,1,"Disagree","Never"
"986884",5,5,"Agree","Very Often"
"795293",3,2,"Disagree","Rarely"
"702204",4,1,"Neutral","Never"
"314038",6,4,"Strongly Agree","Fairly Often"
"532616",3,3,"Disagree","Occasionally"
"765658",5,5,"Agree","Very Often"
"902082",4,2,"Neutral","Rarely"
"545223",6,3,"Strongly Agree","Occasionally"
"343645",5,2,"Agree","Rarely"
"383408",6,3,"Strongly Agree","Occasionally"
"241100",1,1,"Completely Disagree","Never"
"554538",1,2,"Completely Disagree","Rarely"
"280418",1,2,"Completely Disagree","Rarely"
"654045",2,1,"Strongly Disagree","Never"
"482211",3,1,"Disagree","Never"
"643474",3,3,"Disagree","Occasionally"
"592660",1,1,"Completely Disagree","Never"
"622804",5,4,"Agree","Fairly Often"
"663162",5,3,"Agree","Occasionally"
"211620",3,1,"Disagree","Never"
"500374",2,4,"Strongly Disagree","Fairly Often"
"483370",4,2,"Neutral","Rarely"
"991253",5,2,"Agree","Rarely"
"566885",6,3,"Strongly Agree","Occasionally"
"812293",4,6,"Neutral","All the time"
"947324",5,3,"Agree","Occasionally"
"122923",4,4,"Neutral","Fairly Often"
"188050",3,2,"Disagree","Rarely"
"644981",6,1,"Strongly Agree","Never"
"131456",1,3,"Completely Disagree","Occasionally"
"556799",4,2,"Neutral","Rarely"
"573252",7,2,"Completely Agree","Rarely"
"455128",4,6,"Neutral","All the time"
"717867",6,3,"Strongly Agree","Occasionally"
"673310",5,4,"Agree","Fairly Often"
"775411",5,3,"Agree","Occasionally"
"636364",4,2,"Neutral","Rarely"
"277682",1,1,"Completely Disagree","Never"
"633693",7,4,"Completely Agree","Fairly Often"
"419220",4,4,"Neutral","Fairly Often"
"100631",5,3,"Agree","Occasionally"
"632873",5,3,"Agree","Occasionally"
"554423",6,6,"Strongly Agree","All the time"
"413622",1,1,"Completely Disagree","Never"
"496651",3,2,"Disagree","Rarely"
"446922",4,2,"Neutral","Rarely"
"621440",4,2,"Neutral","Rarely"
"204661",4,6,"Neutral","All the time"
"652338",2,2,"Strongly Disagree","Rarely"
"374127",5,2,"Agree","Rarely"
"673617",3,2,"Disagree","Rarely"
"316949",6,4,"Strongly Agree","Fairly Often"
"426896",4,2,"Neutral","Rarely"
"873716",6,3,"Strongly Agree","Occasionally"
"497002",5,3,"Agree","Occasionally"
"404174",2,4,"Strongly Disagree","Fairly Often"
"673166",3,3,"Disagree","Occasionally"
"648394",4,2,"Neutral","Rarely"
"123317",3,3,"Disagree","Occasionally"
"819744",4,3,"Neutral","Occasionally"
"608202",2,1,"Strongly Disagree","Never"
"876479",2,4,"Strongly Disagree","Fairly Often"
"517011",5,4,"Agree","Fairly Often"
"230168",2,3,"Strongly Disagree","Occasionally"
"917554",5,4,"Agree","Fairly Often"
"622078",2,2,"Strongly Disagree","Rarely"
"595389",5,5,"Agree","Very Often"
"940355",2,4,"Strongly Disagree","Fairly Often"
"343177",3,2,"Disagree","Rarely"
"757724",6,6,"Strongly Agree","All the time"
"787597",3,3,"Disagree","Occasionally"
"783883",1,1,"Completely Disagree","Never"
"739832",2,2,"Strongly Disagree","Rarely"
"929104",6,4,"Strongly Agree","Fairly Often"
"782792",4,5,"Neutral","Very Often"
"892141",6,4,"Strongly Agree","Fairly Often"
"423797",3,3,"Disagree","Occasionally"
"318381",4,5,"Neutral","Very Often"
"817706",6,6,"Strongly Agree","All the time"
"959915",3,3,"Disagree","Occasionally"
"622818",6,2,"Strongly Agree","Rarely"
"215063",5,6,"Agree","All the time"
"252491",5,4,"Agree","Fairly Often"
"478910",6,4,"Strongly Agree","Fairly Often"
"964174",4,2,"Neutral","Rarely"
"170008",4,4,"Neutral","Fairly Often"
"586032",4,2,"Neutral","Rarely"
"861581",5,6,"Agree","All the time"
"410940",2,3,"Strongly Disagree","Occasionally"
"978688",3,3,"Disagree","Occasionally"
"851093",4,5,"Neutral","Very Often"
"101173",5,4,"Agree","Fairly Often"
"676995",6,6,"Strongly Agree","All the time"
"495657",1,2,"Completely Disagree","Rarely"
"462247",5,4,"Agree","Fairly Often"
"583964",7,2,"Completely Agree","Rarely"
"479684",1,1,"Completely Disagree","Never"
"189177",4,6,"Neutral","All the time"
"242165",3,2,"Disagree","Rarely"
"442370",6,5,"Strongly Agree","Very Often"
"379396",6,6,"Strongly Agree","All the time"
"973649",4,3,"Neutral","Occasionally"
"971408",4,2,"Neutral","Rarely"
"754361",4,2,"Neutral","Rarely"
"110468",5,4,"Agree","Fairly Often"
"256521",5,6,"Agree","All the time"
"983965",4,3,"Neutral","Occasionally"
"738966",4,3,"Neutral","Occasionally"
"731538",1,3,"Completely Disagree","Occasionally"
"968044",5,5,"Agree","Very Often"
"671637",4,2,"Neutral","Rarely"
"916272",7,4,"Completely Agree","Fairly Often"
"568311",3,1,"Disagree","Never"
"274303",7,3,"Completely Agree","Occasionally"
"250818",5,6,"Agree","All the time"
"685600",1,1,"Completely Disagree","Never"
"791180",6,4,"Strongly Agree","Fairly Often"
"579971",3,1,"Disagree","Never"
"670069",3,3,"Disagree","Occasionally"
"278389",3,6,"Disagree","All the time"
"654386",3,5,"Disagree","Very Often"
"151554",5,3,"Agree","Occasionally"
"928220",3,6,"Disagree","All the time"
"345506",6,6,"Strongly Agree","All the time"
"751920",2,4,"Strongly Disagree","Fairly Often"
"569792",4,6,"Neutral","All the time"
"211216",4,5,"Neutral","Very Often"
"110262",7,5,"Completely Agree","Very Often"
"242174",3,3,"Disagree","Occasionally"
"757249",7,6,"Completely Agree","All the time"
"939875",2,4,"Strongly Disagree","Fairly Often"
"179831",6,5,"Strongly Agree","Very Often"
"884897",5,4,"Agree","Fairly Often"
"555270",5,3,"Agree","Occasionally"
"696921",2,2,"Strongly Disagree","Rarely"
"834227",3,4,"Disagree","Fairly Often"
"377045",3,2,"Disagree","Rarely"
"248341",4,3,"Neutral","Occasionally"
"834776",2,1,"Strongly Disagree","Never"
"917236",1,1,"Completely Disagree","Never"
"775431",6,6,"Strongly Agree","All the time"
"919662",3,3,"Disagree","Occasionally"
"244333",3,1,"Disagree","Never"
"565388",4,2,"Neutral","Rarely"
"118150",2,4,"Strongly Disagree","Fairly Often"
"114780",5,5,"Agree","Very Often"
"130865",4,5,"Neutral","Very Often"
"645674",3,2,"Disagree","Rarely"
"742256",1,1,"Completely Disagree","Never"
"378513",3,2,"Disagree","Rarely"
"914730",4,2,"Neutral","Rarely"
"537005",6,3,"Strongly Agree","Occasionally"
"934887",3,2,"Disagree","Rarely"
"913629",3,1,"Disagree","Never"
"603220",7,6,"Completely Agree","All the time"
"956253",4,4,"Neutral","Fairly Often"
"919535",4,3,"Neutral","Occasionally"
"918653",5,6,"Agree","All the time"
"400239",7,5,"Completely Agree","Very Often"
"858140",7,3,"Completely Agree","Occasionally"
"932361",5,2,"Agree","Rarely"
"354868",4,3,"Neutral","Occasionally"
"778112",5,6,"Agree","All the time"
"996067",4,2,"Neutral","Rarely"
"612622",4,5,"Neutral","Very Often"
"595140",5,2,"Agree","Rarely"
"357865",3,1,"Disagree","Never"
"118657",2,4,"Strongly Disagree","Fairly Often"
"173771",5,3,"Agree","Occasionally"
"729141",3,2,"Disagree","Rarely"
"924219",2,3,"Strongly Disagree","Occasionally"
"979505",3,1,"Disagree","Never"
"925559",7,5,"Completely Agree","Very Often"
"179009",1,1,"Completely Disagree","Never"
"443089",4,2,"Neutral","Rarely"
"424567",6,4,"Strongly Agree","Fairly Often"
"286662",3,6,"Disagree","All the time"
"361101",2,2,"Strongly Disagree","Rarely"
"381113",3,5,"Disagree","Very Often"
"846548",4,4,"Neutral","Fairly Often"
"299462",2,1,"Strongly Disagree","Never"
"430528",5,1,"Agree","Never"
"546856",6,5,"Strongly Agree","Very Often"
"971883",3,1,"Disagree","Never"
"568532",4,4,"Neutral","Fairly Often"
"765920",6,6,"Strongly Agree","All the time"
"768695",6,5,"Strongly Agree","Very Often"
"888179",3,1,"Disagree","Never"
"294836",2,4,"Strongly Disagree","Fairly Often"
"888385",5,1,"Agree","Never"
"456262",7,6,"Completely Agree","All the time"
"719870",5,3,"Agree","Occasionally"
"621760",4,5,"Neutral","Very Often"
"521728",1,1,"Completely Disagree","Never"
"452529",6,2,"Strongly Agree","Rarely"
"301935",4,3,"Neutral","Occasionally"
"381462",5,4,"Agree","Fairly Often"
"373580",4,3,"Neutral","Occasionally"
"359641",5,5,"Agree","Very Often"
"215578",7,6,"Completely Agree","All the time"
"684993",6,6,"Strongly Agree","All the time"
"142450",4,2,"Neutral","Rarely"
"797572",5,5,"Agree","Very Often"
"970385",4,3,"Neutral","Occasionally"
"847749",3,3,"Disagree","Occasionally"
"274566",5,4,"Agree","Fairly Often"
"507516",5,4,"Agree","Fairly Often"
"191581",3,2,"Disagree","Rarely"
"224417",3,6,"Disagree","All the time"
"624160",5,3,"Agree","Occasionally"
"731473",2,4,"Strongly Disagree","Fairly Often"
"668557",7,6,"Completely Agree","All the time"
"276159",1,1,"Completely Disagree","Never"
"488505",6,3,"Strongly Agree","Occasionally"
"559456",3,4,"Disagree","Fairly Often"
"934582",4,2,"Neutral","Rarely"
"235152",5,2,"Agree","Rarely"
"669025",4,3,"Neutral","Occasionally"
"859542",5,3,"Agree","Occasionally"
"879392",3,1,"Disagree","Never"
"976975",6,5,"Strongly Agree","Very Often"
"981535",2,3,"Strongly Disagree","Occasionally"
"290986",2,1,"Strongly Disagree","Never"
"716347",1,2,"Completely Disagree","Rarely"
"176745",6,2,"Strongly Agree","Rarely"
"674911",1,1,"Completely Disagree","Never"
"179126",5,3,"Agree","Occasionally"
"974113",5,2,"Agree","Rarely"
"758242",6,5,"Strongly Agree","Very Often"
"127807",2,2,"Strongly Disagree","Rarely"
"646107",6,5,"Strongly Agree","Very Often"
"278682",5,4,"Agree","Fairly Often"
"986612",1,3,"Completely Disagree","Occasionally"
"420669",4,3,"Neutral","Occasionally"
"395471",4,4,"Neutral","Fairly Often"
"883524",4,4,"Neutral","Fairly Often"
"155790",4,3,"Neutral","Occasionally"
"984720",4,6,"Neutral","All the time"
"948528",6,4,"Strongly Agree","Fairly Often"
"646964",6,5,"Strongly Agree","Very Often"
"650917",6,4,"Strongly Agree","Fairly Often"
"150060",7,6,"Completely Agree","All the time"
"899705",5,3,"Agree","Occasionally"
"492439",3,5,"Disagree","Very Often"
"339588",2,1,"Strongly Disagree","Never"
"406208",4,6,"Neutral","All the time"
"845817",4,4,"Neutral","Fairly Often"
"123702",7,4,"Completely Agree","Fairly Often"
"317911",6,6,"Strongly Agree","All the time"
"890452",7,4,"Completely Agree","Fairly Often"
"411385",5,4,"Agree","Fairly Often"
"947028",4,2,"Neutral","Rarely"
"826693",2,3,"Strongly Disagree","Occasionally"
"473795",6,6,"Strongly Agree","All the time"
"199012",1,2,"Completely Disagree","Rarely"
"307807",5,3,"Agree","Occasionally"
"453199",1,1,"Completely Disagree","Never"
"331435",5,4,"Agree","Fairly Often"
"570460",6,6,"Strongly Agree","All the time"
"664067",2,4,"Strongly Disagree","Fairly Often"
"282041",4,4,"Neutral","Fairly Often"
"542400",4,2,"Neutral","Rarely"
"457813",1,4,"Completely Disagree","Fairly Often"
"933030",5,3,"Agree","Occasionally"
"707298",4,5,"Neutral","Very Often"
"179502",6,3,"Strongly Agree","Occasionally"
"556271",3,5,"Disagree","Very Often"
"668134",3,5,"Disagree","Very Often"
"814517",5,6,"Agree","All the time"
"631844",4,3,"Neutral","Occasionally"
"272616",4,2,"Neutral","Rarely"
"699210",6,6,"Strongly Agree","All the time"
"438829",4,4,"Neutral","Fairly Often"
"653537",5,4,"Agree","Fairly Often"
"240558",2,5,"Strongly Disagree","Very Often"
"810126",6,4,"Strongly Agree","Fairly Often"
"582863",3,3,"Disagree","Occasionally"
"392082",6,2,"Strongly Agree","Rarely"
"724112",5,6,"Agree","All the time"
"612283",3,4,"Disagree","Fairly Often"
"468573",4,2,"Neutral","Rarely"
"335040",6,4,"Strongly Agree","Fairly Often"
"132720",6,5,"Strongly Agree","Very Often"
"137186",5,6,"Agree","All the time"
"679775",3,3,"Disagree","Occasionally"
"368845",3,5,"Disagree","Very Often"
"388788",5,1,"Agree","Never"
"358685",5,4,"Agree","Fairly Often"
"748774",3,3,"Disagree","Occasionally"
"624011",2,1,"Strongly Disagree","Never"
"358813",1,3,"Completely Disagree","Occasionally"
"552243",2,4,"Strongly Disagree","Fairly Often"
"929574",6,5,"Strongly Agree","Very Often"
"294283",5,6,"Agree","All the time"
"558765",5,6,"Agree","All the time"
"356462",3,5,"Disagree","Very Often"
"464801",6,3,"Strongly Agree","Occasionally"
"593717",3,1,"Disagree","Never"
"236565",1,2,"Completely Disagree","Rarely"
"615805",5,4,"Agree","Fairly Often"
"446848",6,4,"Strongly Agree","Fairly Often"
"417569",3,3,"Disagree","Occasionally"
"113152",3,1,"Disagree","Never"
"776358",3,2,"Disagree","Rarely"
"619700",4,1,"Neutral","Never"
"368140",3,4,"Disagree","Fairly Often"
"783242",1,4,"Completely Disagree","Fairly Often"
"449447",2,1,"Strongly Disagree","Never"
"835682",3,3,"Disagree","Occasionally"
"873501",4,3,"Neutral","Occasionally"
"301699",5,6,"Agree","All the time"
"991289",7,4,"Completely Agree","Fairly Often"
"627149",6,5,"Strongly Agree","Very Often"
"281788",4,6,"Neutral","All the time"
"916781",1,4,"Completely Disagree","Fairly Often"
"284611",4,2,"Neutral","Rarely"
"597925",2,4,"Strongly Disagree","Fairly Often"
"998709",6,4,"Strongly Agree","Fairly Often"
"914339",1,1,"Completely Disagree","Never"
"769127",5,4,"Agree","Fairly Often"
"140679",5,5,"Agree","Very Often"
"337382",7,2,"Completely Agree","Rarely"
"572161",2,1,"Strongly Disagree","Never"
"321797",2,1,"Strongly Disagree","Never"
"610946",3,5,"Disagree","Very Often"
"114726",4,6,"Neutral","All the time"
"771739",3,4,"Disagree","Fairly Often"
"424780",1,1,"Completely Disagree","Never"
"801209",4,6,"Neutral","All the time"
"776380",6,4,"Strongly Agree","Fairly Often"
"773114",6,3,"Strongly Agree","Occasionally"
"937105",6,3,"Strongly Agree","Occasionally"
"130894",2,1,"Strongly Disagree","Never"
"988766",2,1,"Strongly Disagree","Never"
"542542",4,4,"Neutral","Fairly Often"
"106460",1,1,"Completely Disagree","Never"
"125900",3,4,"Disagree","Fairly Often"
"523494",3,4,"Disagree","Fairly Often"
"108554",4,3,"Neutral","Occasionally"
"911727",6,3,"Strongly Agree","Occasionally"
"279111",1,2,"Completely Disagree","Rarely"
"183426",5,5,"Agree","Very Often"
"559329",2,1,"Strongly Disagree","Never"
"611602",3,5,"Disagree","Very Often"
"788112",6,3,"Strongly Agree","Occasionally"
"200589",2,5,"Strongly Disagree","Very Often"
"871404",6,3,"Strongly Agree","Occasionally"
"128373",7,3,"Completely Agree","Occasionally"
"601353",7,6,"Completely Agree","All the time"
"717026",6,5,"Strongly Agree","Very Often"
"845529",5,6,"Agree","All the time"
"589444",4,2,"Neutral","Rarely"
"627482",4,5,"Neutral","Very Often"
"132741",7,6,"Completely Agree","All the time"
"269219",4,2,"Neutral","Rarely"
"801123",2,3,"Strongly Disagree","Occasionally"
"435163",1,3,"Completely Disagree","Occasionally"
"462482",4,3,"Neutral","Occasionally"
"618711",5,2,"Agree","Rarely"
"484336",3,3,"Disagree","Occasionally"
"162846",7,6,"Completely Agree","All the time"
"296168",4,2,"Neutral","Rarely"
"902686",1,2,"Completely Disagree","Rarely"
"944472",5,2,"Agree","Rarely"
"960728",6,2,"Strongly Agree","Rarely"
"899292",1,4,"Completely Disagree","Fairly Often"
"132715",5,2,"Agree","Rarely"
"829781",7,6,"Completely Agree","All the time"
"841338",2,4,"Strongly Disagree","Fairly Often"
"138774",6,4,"Strongly Agree","Fairly Often"
"311007",4,4,"Neutral","Fairly Often"
"430005",4,1,"Neutral","Never"
"151975",6,4,"Strongly Agree","Fairly Often"
"982343",7,6,"Completely Agree","All the time"
"378827",4,6,"Neutral","All the time"
"682918",3,5,"Disagree","Very Often"
"606130",4,4,"Neutral","Fairly Often"
"954389",3,2,"Disagree","Rarely"
"774348",6,3,"Strongly Agree","Occasionally"
"498183",2,1,"Strongly Disagree","Never"
"378147",6,6,"Strongly Agree","All the time"
"239680",1,1,"Completely Disagree","Never"
"357979",1,1,"Completely Disagree","Never"
"374640",3,4,"Disagree","Fairly Often"
"805843",3,1,"Disagree","Never"
"473042",5,5,"Agree","Very Often"
"247315",7,6,"Completely Agree","All the time"
"694046",5,4,"Agree","Fairly Often"
"666195",4,1,"Neutral","Never"
"313924",4,1,"Neutral","Never"
"578854",1,1,"Completely Disagree","Never"
"647797",1,4,"Completely Disagree","Fairly Often"
"633292",1,1,"Completely Disagree","Never"
"191928",3,5,"Disagree","Very Often"
"594886",4,4,"Neutral","Fairly Often"
"865527",2,3,"Strongly Disagree","Occasionally"
"556823",2,2,"Strongly Disagree","Rarely"
"868434",5,3,"Agree","Occasionally"
"131689",4,3,"Neutral","Occasionally"
"694688",5,5,"Agree","Very Often"
"205416",2,2,"Strongly Disagree","Rarely"
"326311",1,2,"Completely Disagree","Rarely"
"972649",5,4,"Agree","Fairly Often"
"841687",3,4,"Disagree","Fairly Often"
"582855",7,5,"Completely Agree","Very Often"
"422812",3,1,"Disagree","Never"
"173773",4,4,"Neutral","Fairly Often"
"250939",4,4,"Neutral","Fairly Often"
"737843",5,1,"Agree","Never"
"980316",7,4,"Completely Agree","Fairly Often"
"623275",3,2,"Disagree","Rarely"
"519992",1,3,"Completely Disagree","Occasionally"
"326296",6,6,"Strongly Agree","All the time"
"481584",6,4,"Strongly Agree","Fairly Often"
"483274",3,2,"Disagree","Rarely"
"293384",6,6,"Strongly Agree","All the time"
"723592",2,5,"Strongly Disagree","Very Often"
"493809",5,5,"Agree","Very Often"
"194450",4,2,"Neutral","Rarely"
"157114",2,5,"Strongly Disagree","Very Often"
"955985",7,6,"Completely Agree","All the time"
"258777",6,5,"Strongly Agree","Very Often"
"579495",4,6,"Neutral","All the time"
"773378",5,5,"Agree","Very Often"
"571982",6,6,"Strongly Agree","All the time"
"396150",2,5,"Strongly Disagree","Very Often"
"336925",3,2,"Disagree","Rarely"
"850576",3,5,"Disagree","Very Often"
"966346",4,3,"Neutral","Occasionally"
"785891",5,3,"Agree","Occasionally"
"616891",3,1,"Disagree","Never"
"570663",4,4,"Neutral","Fairly Often"
"505040",2,2,"Strongly Disagree","Rarely"
"583493",1,3,"Completely Disagree","Occasionally"
"426405",4,3,"Neutral","Occasionally"
"823826",7,4,"Completely Agree","Fairly Often"
"255681",2,1,"Strongly Disagree","Never"
"747234",2,6,"Strongly Disagree","All the time"
"604181",3,4,"Disagree","Fairly Often"
"350864",3,2,"Disagree","Rarely"
"642425",4,2,"Neutral","Rarely"
"104709",3,5,"Disagree","Very Often"
"910433",2,4,"Strongly Disagree","Fairly Often"
"532873",2,1,"Strongly Disagree","Never"
"667259",5,2,"Agree","Rarely"
"122072",1,4,"Completely Disagree","Fairly Often"
"369916",3,5,"Disagree","Very Often"
"114423",2,2,"Strongly Disagree","Rarely"
"817291",6,6,"Strongly Agree","All the time"
"173712",3,1,"Disagree","Never"
"610045",1,1,"Completely Disagree","Never"
"300548",5,3,"Agree","Occasionally"
"454454",6,5,"Strongly Agree","Very Often"
"510422",3,2,"Disagree","Rarely"
"569703",6,6,"Strongly Agree","All the time"
"890806",4,5,"Neutral","Very Often"
"667050",5,4,"Agree","Fairly Often"
"718176",3,5,"Disagree","Very Often"
"420753",5,6,"Agree","All the time"
"234772",6,4,"Strongly Agree","Fairly Often"
"307119",3,4,"Disagree","Fairly Often"
