"employee_id","tech_anx","beh_intent_ai","freq_use_ai","tech_anx_label","beh_intent_ai_label","freq_use_ai_label"
"473176",1,5,2,"Completely Disagree","Agree","Rarely"
"322921",1,5,3,"Completely Disagree","Agree","Occasionally"
"812561",3,1,1,"Disagree","Completely Disagree","Never"
"494507",4,5,5,"Neutral","Agree","Very Often"
"418686",6,4,2,"Strongly Agree","Neutral","Rarely"
"994646",3,1,1,"Disagree","Completely Disagree","Never"
"388029",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"267913",2,3,3,"Strongly Disagree","Disagree","Occasionally"
"844987",4,3,4,"Neutral","Disagree","Fairly Often"
"438205",4,5,5,"Neutral","Agree","Very Often"
"390355",4,1,1,"Neutral","Completely Disagree","Never"
"557791",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"961646",3,3,2,"Disagree","Disagree","Rarely"
"919086",3,4,5,"Disagree","Neutral","Very Often"
"930046",1,5,3,"Completely Disagree","Agree","Occasionally"
"912349",3,7,6,"Disagree","Completely Agree","All the time"
"789060",2,5,5,"Strongly Disagree","Agree","Very Often"
"160878",4,7,5,"Neutral","Completely Agree","Very Often"
"345655",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"317933",5,1,2,"Agree","Completely Disagree","Rarely"
"916157",2,5,3,"Strongly Disagree","Agree","Occasionally"
"592530",3,6,5,"Disagree","Strongly Agree","Very Often"
"991783",3,4,4,"Disagree","Neutral","Fairly Often"
"591574",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"517836",3,4,5,"Disagree","Neutral","Very Often"
"394909",1,5,3,"Completely Disagree","Agree","Occasionally"
"875870",3,7,5,"Disagree","Completely Agree","Very Often"
"639654",3,6,5,"Disagree","Strongly Agree","Very Often"
"500118",3,5,5,"Disagree","Agree","Very Often"
"392718",5,1,1,"Agree","Completely Disagree","Never"
"580581",3,4,4,"Disagree","Neutral","Fairly Often"
"757838",3,5,4,"Disagree","Agree","Fairly Often"
"299904",3,3,2,"Disagree","Disagree","Rarely"
"968821",3,2,1,"Disagree","Strongly Disagree","Never"
"997796",2,6,5,"Strongly Disagree","Strongly Agree","Very Often"
"266056",3,5,4,"Disagree","Agree","Fairly Often"
"775423",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"654755",4,4,1,"Neutral","Neutral","Never"
"783858",3,5,5,"Disagree","Agree","Very Often"
"582303",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"544212",3,3,3,"Disagree","Disagree","Occasionally"
"252909",4,5,3,"Neutral","Agree","Occasionally"
"428927",4,2,1,"Neutral","Strongly Disagree","Never"
"564737",4,5,4,"Neutral","Agree","Fairly Often"
"753135",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"286945",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"583821",3,2,1,"Disagree","Strongly Disagree","Never"
"834866",3,5,1,"Disagree","Agree","Never"
"880667",3,3,1,"Disagree","Disagree","Never"
"761961",3,4,4,"Disagree","Neutral","Fairly Often"
"375257",3,3,5,"Disagree","Disagree","Very Often"
"447376",3,5,5,"Disagree","Agree","Very Often"
"580762",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"181417",4,4,3,"Neutral","Neutral","Occasionally"
"505153",3,5,4,"Disagree","Agree","Fairly Often"
"620772",3,7,5,"Disagree","Completely Agree","Very Often"
"988367",3,6,6,"Disagree","Strongly Agree","All the time"
"346153",1,4,3,"Completely Disagree","Neutral","Occasionally"
"627102",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"651284",1,5,4,"Completely Disagree","Agree","Fairly Often"
"938875",3,5,5,"Disagree","Agree","Very Often"
"233902",5,4,4,"Agree","Neutral","Fairly Often"
"118320",3,4,5,"Disagree","Neutral","Very Often"
"255229",3,2,1,"Disagree","Strongly Disagree","Never"
"159112",4,1,1,"Neutral","Completely Disagree","Never"
"905765",3,5,4,"Disagree","Agree","Fairly Often"
"558567",3,4,4,"Disagree","Neutral","Fairly Often"
"589672",3,5,5,"Disagree","Agree","Very Often"
"298262",4,5,5,"Neutral","Agree","Very Often"
"851609",6,1,1,"Strongly Agree","Completely Disagree","Never"
"427530",3,3,4,"Disagree","Disagree","Fairly Often"
"968028",3,5,5,"Disagree","Agree","Very Often"
"661557",3,3,3,"Disagree","Disagree","Occasionally"
"334942",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"194689",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"462613",3,5,4,"Disagree","Agree","Fairly Often"
"986809",4,2,1,"Neutral","Strongly Disagree","Never"
"945527",3,5,4,"Disagree","Agree","Fairly Often"
"550755",3,5,5,"Disagree","Agree","Very Often"
"625020",3,5,4,"Disagree","Agree","Fairly Often"
"816154",2,7,4,"Strongly Disagree","Completely Agree","Fairly Often"
"740705",1,5,5,"Completely Disagree","Agree","Very Often"
"971444",3,5,5,"Disagree","Agree","Very Often"
"209061",3,6,5,"Disagree","Strongly Agree","Very Often"
"991899",3,7,6,"Disagree","Completely Agree","All the time"
"707817",2,5,5,"Strongly Disagree","Agree","Very Often"
"847919",4,2,2,"Neutral","Strongly Disagree","Rarely"
"388510",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"267227",4,3,2,"Neutral","Disagree","Rarely"
"248966",3,3,5,"Disagree","Disagree","Very Often"
"162211",4,5,5,"Neutral","Agree","Very Often"
"658395",4,5,4,"Neutral","Agree","Fairly Often"
"289214",2,4,2,"Strongly Disagree","Neutral","Rarely"
"228997",1,5,1,"Completely Disagree","Agree","Never"
"229003",3,4,3,"Disagree","Neutral","Occasionally"
"783578",3,5,6,"Disagree","Agree","All the time"
"808824",3,2,1,"Disagree","Strongly Disagree","Never"
"594637",3,2,2,"Disagree","Strongly Disagree","Rarely"
"492122",1,5,4,"Completely Disagree","Agree","Fairly Often"
"785159",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"602628",3,4,2,"Disagree","Neutral","Rarely"
"529946",4,6,5,"Neutral","Strongly Agree","Very Often"
"752734",3,5,4,"Disagree","Agree","Fairly Often"
"425597",3,4,3,"Disagree","Neutral","Occasionally"
"388779",1,7,4,"Completely Disagree","Completely Agree","Fairly Often"
"884062",1,5,5,"Completely Disagree","Agree","Very Often"
"382005",3,5,4,"Disagree","Agree","Fairly Often"
"364181",3,2,3,"Disagree","Strongly Disagree","Occasionally"
"219037",4,4,4,"Neutral","Neutral","Fairly Often"
"143070",3,6,5,"Disagree","Strongly Agree","Very Often"
"897563",2,6,5,"Strongly Disagree","Strongly Agree","Very Often"
"422636",3,5,5,"Disagree","Agree","Very Often"
"935775",1,5,6,"Completely Disagree","Agree","All the time"
"844257",3,5,4,"Disagree","Agree","Fairly Often"
"659193",3,4,2,"Disagree","Neutral","Rarely"
"185909",3,5,4,"Disagree","Agree","Fairly Often"
"628503",3,2,1,"Disagree","Strongly Disagree","Never"
"178110",3,4,5,"Disagree","Neutral","Very Often"
"468472",4,4,2,"Neutral","Neutral","Rarely"
"733632",3,7,4,"Disagree","Completely Agree","Fairly Often"
"486149",4,5,5,"Neutral","Agree","Very Often"
"950957",6,4,3,"Strongly Agree","Neutral","Occasionally"
"264765",1,2,1,"Completely Disagree","Strongly Disagree","Never"
"907104",1,7,6,"Completely Disagree","Completely Agree","All the time"
"826890",7,1,1,"Completely Agree","Completely Disagree","Never"
"495784",1,5,5,"Completely Disagree","Agree","Very Often"
"641865",3,6,5,"Disagree","Strongly Agree","Very Often"
"593447",3,4,1,"Disagree","Neutral","Never"
"369089",6,1,4,"Strongly Agree","Completely Disagree","Fairly Often"
"483173",3,5,5,"Disagree","Agree","Very Often"
"163615",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"123185",5,2,3,"Agree","Strongly Disagree","Occasionally"
"540714",4,1,1,"Neutral","Completely Disagree","Never"
"249297",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"725712",3,4,4,"Disagree","Neutral","Fairly Often"
"776893",5,4,4,"Agree","Neutral","Fairly Often"
"704859",7,2,1,"Completely Agree","Strongly Disagree","Never"
"750154",1,5,5,"Completely Disagree","Agree","Very Often"
"894902",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"255453",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"505820",3,5,4,"Disagree","Agree","Fairly Often"
"164323",2,5,5,"Strongly Disagree","Agree","Very Often"
"251429",3,4,4,"Disagree","Neutral","Fairly Often"
"713867",1,4,4,"Completely Disagree","Neutral","Fairly Often"
"605412",3,5,3,"Disagree","Agree","Occasionally"
"871332",4,3,3,"Neutral","Disagree","Occasionally"
"346269",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"284131",3,5,5,"Disagree","Agree","Very Often"
"743701",1,5,5,"Completely Disagree","Agree","Very Often"
"171331",1,4,4,"Completely Disagree","Neutral","Fairly Often"
"410526",1,5,3,"Completely Disagree","Agree","Occasionally"
"548778",1,5,4,"Completely Disagree","Agree","Fairly Often"
"191392",3,5,3,"Disagree","Agree","Occasionally"
"162727",1,5,4,"Completely Disagree","Agree","Fairly Often"
"386895",3,4,4,"Disagree","Neutral","Fairly Often"
"341313",4,2,3,"Neutral","Strongly Disagree","Occasionally"
"510907",1,4,3,"Completely Disagree","Neutral","Occasionally"
"373059",3,4,3,"Disagree","Neutral","Occasionally"
"956803",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"570155",1,5,6,"Completely Disagree","Agree","All the time"
"731396",3,2,2,"Disagree","Strongly Disagree","Rarely"
"184522",2,5,5,"Strongly Disagree","Agree","Very Often"
"220362",3,4,4,"Disagree","Neutral","Fairly Often"
"138647",3,4,3,"Disagree","Neutral","Occasionally"
"233879",3,6,5,"Disagree","Strongly Agree","Very Often"
"784663",4,4,4,"Neutral","Neutral","Fairly Often"
"433370",3,5,5,"Disagree","Agree","Very Often"
"954261",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"133230",2,6,6,"Strongly Disagree","Strongly Agree","All the time"
"560339",3,4,5,"Disagree","Neutral","Very Often"
"204216",2,2,1,"Strongly Disagree","Strongly Disagree","Never"
"208512",1,4,5,"Completely Disagree","Neutral","Very Often"
"914285",6,1,1,"Strongly Agree","Completely Disagree","Never"
"822872",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"523919",4,5,2,"Neutral","Agree","Rarely"
"720720",4,7,5,"Neutral","Completely Agree","Very Often"
"414468",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"317315",3,5,3,"Disagree","Agree","Occasionally"
"807320",1,5,4,"Completely Disagree","Agree","Fairly Often"
"446502",3,5,4,"Disagree","Agree","Fairly Often"
"871762",7,3,1,"Completely Agree","Disagree","Never"
"859806",5,5,5,"Agree","Agree","Very Often"
"707794",4,4,4,"Neutral","Neutral","Fairly Often"
"539419",3,6,5,"Disagree","Strongly Agree","Very Often"
"489246",1,5,4,"Completely Disagree","Agree","Fairly Often"
"646171",3,5,4,"Disagree","Agree","Fairly Often"
"564816",1,7,4,"Completely Disagree","Completely Agree","Fairly Often"
"430364",2,5,5,"Strongly Disagree","Agree","Very Often"
"715381",4,1,3,"Neutral","Completely Disagree","Occasionally"
"118746",2,4,1,"Strongly Disagree","Neutral","Never"
"281953",3,4,4,"Disagree","Neutral","Fairly Often"
"131923",3,5,5,"Disagree","Agree","Very Often"
"824467",3,3,2,"Disagree","Disagree","Rarely"
"109505",3,5,4,"Disagree","Agree","Fairly Often"
"738721",4,3,4,"Neutral","Disagree","Fairly Often"
"974261",4,4,3,"Neutral","Neutral","Occasionally"
"833785",3,5,5,"Disagree","Agree","Very Often"
"608991",3,5,5,"Disagree","Agree","Very Often"
"285530",3,5,5,"Disagree","Agree","Very Often"
"732540",1,6,3,"Completely Disagree","Strongly Agree","Occasionally"
"697363",3,4,1,"Disagree","Neutral","Never"
"333547",4,2,1,"Neutral","Strongly Disagree","Never"
"838034",3,1,1,"Disagree","Completely Disagree","Never"
"125971",4,6,6,"Neutral","Strongly Agree","All the time"
"799494",3,4,3,"Disagree","Neutral","Occasionally"
"741307",6,1,1,"Strongly Agree","Completely Disagree","Never"
"896291",3,3,1,"Disagree","Disagree","Never"
"490143",7,4,3,"Completely Agree","Neutral","Occasionally"
"137749",3,7,5,"Disagree","Completely Agree","Very Often"
"115257",3,6,5,"Disagree","Strongly Agree","Very Often"
"427138",3,3,2,"Disagree","Disagree","Rarely"
"181006",6,1,2,"Strongly Agree","Completely Disagree","Rarely"
"830615",4,3,3,"Neutral","Disagree","Occasionally"
"581319",3,1,1,"Disagree","Completely Disagree","Never"
"281457",4,1,1,"Neutral","Completely Disagree","Never"
"837648",4,6,5,"Neutral","Strongly Agree","Very Often"
"951455",4,5,4,"Neutral","Agree","Fairly Often"
"944568",3,2,4,"Disagree","Strongly Disagree","Fairly Often"
"777809",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"524572",4,1,1,"Neutral","Completely Disagree","Never"
"897960",3,6,5,"Disagree","Strongly Agree","Very Often"
"306538",3,2,2,"Disagree","Strongly Disagree","Rarely"
"917137",4,4,4,"Neutral","Neutral","Fairly Often"
"238230",3,2,4,"Disagree","Strongly Disagree","Fairly Often"
"318104",1,5,5,"Completely Disagree","Agree","Very Often"
"441136",3,7,4,"Disagree","Completely Agree","Fairly Often"
"362162",2,5,5,"Strongly Disagree","Agree","Very Often"
"752862",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"947252",3,1,1,"Disagree","Completely Disagree","Never"
"450762",3,7,5,"Disagree","Completely Agree","Very Often"
"799038",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"897111",1,5,4,"Completely Disagree","Agree","Fairly Often"
"861304",4,5,5,"Neutral","Agree","Very Often"
"912653",6,5,4,"Strongly Agree","Agree","Fairly Often"
"523570",2,6,5,"Strongly Disagree","Strongly Agree","Very Often"
"217213",6,1,1,"Strongly Agree","Completely Disagree","Never"
"729428",2,5,5,"Strongly Disagree","Agree","Very Often"
"506644",3,4,5,"Disagree","Neutral","Very Often"
"409122",2,5,5,"Strongly Disagree","Agree","Very Often"
"426304",4,2,3,"Neutral","Strongly Disagree","Occasionally"
"402999",3,2,2,"Disagree","Strongly Disagree","Rarely"
"518279",4,6,6,"Neutral","Strongly Agree","All the time"
"408473",3,5,4,"Disagree","Agree","Fairly Often"
"958185",4,3,4,"Neutral","Disagree","Fairly Often"
"818846",4,5,4,"Neutral","Agree","Fairly Often"
"385187",3,2,2,"Disagree","Strongly Disagree","Rarely"
"835657",6,3,4,"Strongly Agree","Disagree","Fairly Often"
"612853",3,1,1,"Disagree","Completely Disagree","Never"
"579408",3,3,3,"Disagree","Disagree","Occasionally"
"292439",1,5,3,"Completely Disagree","Agree","Occasionally"
"506802",3,5,4,"Disagree","Agree","Fairly Often"
"675545",5,4,1,"Agree","Neutral","Never"
"135944",3,5,4,"Disagree","Agree","Fairly Often"
"215061",3,2,3,"Disagree","Strongly Disagree","Occasionally"
"775429",3,3,4,"Disagree","Disagree","Fairly Often"
"576897",3,4,4,"Disagree","Neutral","Fairly Often"
"696339",7,4,3,"Completely Agree","Neutral","Occasionally"
"488822",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"139530",2,5,5,"Strongly Disagree","Agree","Very Often"
"728514",3,4,3,"Disagree","Neutral","Occasionally"
"739603",4,2,4,"Neutral","Strongly Disagree","Fairly Often"
"296559",3,5,4,"Disagree","Agree","Fairly Often"
"445787",6,3,2,"Strongly Agree","Disagree","Rarely"
"917571",2,3,2,"Strongly Disagree","Disagree","Rarely"
"366227",2,5,5,"Strongly Disagree","Agree","Very Often"
"999969",4,6,5,"Neutral","Strongly Agree","Very Often"
"109173",3,1,1,"Disagree","Completely Disagree","Never"
"676662",2,5,5,"Strongly Disagree","Agree","Very Often"
"380716",4,2,4,"Neutral","Strongly Disagree","Fairly Often"
"122502",2,6,4,"Strongly Disagree","Strongly Agree","Fairly Often"
"686609",1,5,5,"Completely Disagree","Agree","Very Often"
"788832",2,3,4,"Strongly Disagree","Disagree","Fairly Often"
"708139",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"318952",4,2,1,"Neutral","Strongly Disagree","Never"
"530924",3,4,3,"Disagree","Neutral","Occasionally"
"440552",3,5,5,"Disagree","Agree","Very Often"
"676279",3,5,5,"Disagree","Agree","Very Often"
"561638",3,5,4,"Disagree","Agree","Fairly Often"
"557383",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"503665",3,7,6,"Disagree","Completely Agree","All the time"
"290566",3,1,4,"Disagree","Completely Disagree","Fairly Often"
"531087",7,1,2,"Completely Agree","Completely Disagree","Rarely"
"410013",6,4,3,"Strongly Agree","Neutral","Occasionally"
"688388",4,4,4,"Neutral","Neutral","Fairly Often"
"422848",4,7,4,"Neutral","Completely Agree","Fairly Often"
"207435",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"339538",1,7,6,"Completely Disagree","Completely Agree","All the time"
"355549",4,5,5,"Neutral","Agree","Very Often"
"503284",3,4,1,"Disagree","Neutral","Never"
"416522",3,5,4,"Disagree","Agree","Fairly Often"
"907324",4,3,2,"Neutral","Disagree","Rarely"
"494697",3,5,5,"Disagree","Agree","Very Often"
"684291",1,6,3,"Completely Disagree","Strongly Agree","Occasionally"
"164343",2,7,6,"Strongly Disagree","Completely Agree","All the time"
"242907",3,6,5,"Disagree","Strongly Agree","Very Often"
"416424",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"925652",2,7,6,"Strongly Disagree","Completely Agree","All the time"
"938235",4,4,3,"Neutral","Neutral","Occasionally"
"859525",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"390676",2,5,5,"Strongly Disagree","Agree","Very Often"
"207414",3,5,5,"Disagree","Agree","Very Often"
"828289",1,5,4,"Completely Disagree","Agree","Fairly Often"
"988442",3,5,4,"Disagree","Agree","Fairly Often"
"677927",2,3,4,"Strongly Disagree","Disagree","Fairly Often"
"941182",1,5,4,"Completely Disagree","Agree","Fairly Often"
"696752",2,4,3,"Strongly Disagree","Neutral","Occasionally"
"550831",6,4,4,"Strongly Agree","Neutral","Fairly Often"
"976869",1,5,6,"Completely Disagree","Agree","All the time"
"430061",4,5,5,"Neutral","Agree","Very Often"
"765849",3,4,5,"Disagree","Neutral","Very Often"
"483765",6,3,4,"Strongly Agree","Disagree","Fairly Often"
"388869",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"431166",6,4,5,"Strongly Agree","Neutral","Very Often"
"142282",3,5,5,"Disagree","Agree","Very Often"
"353136",2,2,2,"Strongly Disagree","Strongly Disagree","Rarely"
"735306",5,3,1,"Agree","Disagree","Never"
"468957",4,4,4,"Neutral","Neutral","Fairly Often"
"355675",4,3,2,"Neutral","Disagree","Rarely"
"234968",2,5,5,"Strongly Disagree","Agree","Very Often"
"119291",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"264352",4,5,5,"Neutral","Agree","Very Often"
"524193",1,5,4,"Completely Disagree","Agree","Fairly Often"
"434756",1,5,5,"Completely Disagree","Agree","Very Often"
"274880",4,5,5,"Neutral","Agree","Very Often"
"586687",1,6,6,"Completely Disagree","Strongly Agree","All the time"
"409104",3,6,5,"Disagree","Strongly Agree","Very Often"
"692906",2,4,3,"Strongly Disagree","Neutral","Occasionally"
"167560",1,5,5,"Completely Disagree","Agree","Very Often"
"696986",3,1,4,"Disagree","Completely Disagree","Fairly Often"
"981011",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"371380",3,4,4,"Disagree","Neutral","Fairly Often"
"295271",2,2,2,"Strongly Disagree","Strongly Disagree","Rarely"
"443425",3,5,4,"Disagree","Agree","Fairly Often"
"958436",4,4,4,"Neutral","Neutral","Fairly Often"
"467084",4,5,5,"Neutral","Agree","Very Often"
"574301",3,5,4,"Disagree","Agree","Fairly Often"
"733826",2,5,5,"Strongly Disagree","Agree","Very Often"
"460767",3,5,5,"Disagree","Agree","Very Often"
"598001",5,1,1,"Agree","Completely Disagree","Never"
"456722",2,2,4,"Strongly Disagree","Strongly Disagree","Fairly Often"
"480260",3,4,3,"Disagree","Neutral","Occasionally"
"166667",4,4,2,"Neutral","Neutral","Rarely"
"485937",1,5,4,"Completely Disagree","Agree","Fairly Often"
"501860",2,4,5,"Strongly Disagree","Neutral","Very Often"
"258616",6,5,4,"Strongly Agree","Agree","Fairly Often"
"118705",2,4,5,"Strongly Disagree","Neutral","Very Often"
"231970",3,7,6,"Disagree","Completely Agree","All the time"
"604172",3,3,4,"Disagree","Disagree","Fairly Often"
"214182",6,4,2,"Strongly Agree","Neutral","Rarely"
"420856",3,5,5,"Disagree","Agree","Very Often"
"798449",1,7,6,"Completely Disagree","Completely Agree","All the time"
"364608",5,3,2,"Agree","Disagree","Rarely"
"666227",3,7,4,"Disagree","Completely Agree","Fairly Often"
"589141",2,6,4,"Strongly Disagree","Strongly Agree","Fairly Often"
"287093",3,5,4,"Disagree","Agree","Fairly Often"
"876233",3,3,1,"Disagree","Disagree","Never"
"361435",4,2,3,"Neutral","Strongly Disagree","Occasionally"
"305693",4,5,4,"Neutral","Agree","Fairly Often"
"510152",3,3,5,"Disagree","Disagree","Very Often"
"776947",1,3,4,"Completely Disagree","Disagree","Fairly Often"
"149378",4,5,4,"Neutral","Agree","Fairly Often"
"136047",2,7,6,"Strongly Disagree","Completely Agree","All the time"
"842386",3,4,5,"Disagree","Neutral","Very Often"
"329236",4,4,2,"Neutral","Neutral","Rarely"
"961739",6,5,5,"Strongly Agree","Agree","Very Often"
"458925",3,5,3,"Disagree","Agree","Occasionally"
"492191",3,5,5,"Disagree","Agree","Very Often"
"406529",2,5,5,"Strongly Disagree","Agree","Very Often"
"989707",3,4,4,"Disagree","Neutral","Fairly Often"
"819101",3,5,4,"Disagree","Agree","Fairly Often"
"635738",6,2,4,"Strongly Agree","Strongly Disagree","Fairly Often"
"188127",4,2,4,"Neutral","Strongly Disagree","Fairly Often"
"619302",4,3,4,"Neutral","Disagree","Fairly Often"
"258524",5,1,1,"Agree","Completely Disagree","Never"
"755970",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"814510",4,5,4,"Neutral","Agree","Fairly Often"
"225791",3,4,4,"Disagree","Neutral","Fairly Often"
"576306",2,4,3,"Strongly Disagree","Neutral","Occasionally"
"549070",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"896676",3,5,4,"Disagree","Agree","Fairly Often"
"280308",3,4,6,"Disagree","Neutral","All the time"
"602494",3,5,5,"Disagree","Agree","Very Often"
"773364",4,2,2,"Neutral","Strongly Disagree","Rarely"
"917550",2,6,4,"Strongly Disagree","Strongly Agree","Fairly Often"
"966290",3,6,5,"Disagree","Strongly Agree","Very Often"
"173533",7,1,1,"Completely Agree","Completely Disagree","Never"
"909599",3,3,4,"Disagree","Disagree","Fairly Often"
"262662",3,1,1,"Disagree","Completely Disagree","Never"
"171048",7,1,3,"Completely Agree","Completely Disagree","Occasionally"
"902152",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"351195",1,3,1,"Completely Disagree","Disagree","Never"
"190625",1,5,6,"Completely Disagree","Agree","All the time"
"790474",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"941317",4,5,5,"Neutral","Agree","Very Often"
"383146",3,7,5,"Disagree","Completely Agree","Very Often"
"625309",4,1,1,"Neutral","Completely Disagree","Never"
"415012",5,2,1,"Agree","Strongly Disagree","Never"
"434562",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"839093",3,5,4,"Disagree","Agree","Fairly Often"
"303299",3,5,5,"Disagree","Agree","Very Often"
"382858",3,5,3,"Disagree","Agree","Occasionally"
"602957",3,5,3,"Disagree","Agree","Occasionally"
"348021",3,5,5,"Disagree","Agree","Very Often"
"677276",4,5,5,"Neutral","Agree","Very Often"
"979296",4,1,1,"Neutral","Completely Disagree","Never"
"854182",3,2,4,"Disagree","Strongly Disagree","Fairly Often"
"593164",3,4,5,"Disagree","Neutral","Very Often"
"913991",3,5,4,"Disagree","Agree","Fairly Often"
"377459",3,6,3,"Disagree","Strongly Agree","Occasionally"
"958139",1,7,6,"Completely Disagree","Completely Agree","All the time"
"620155",3,5,3,"Disagree","Agree","Occasionally"
"887248",2,4,3,"Strongly Disagree","Neutral","Occasionally"
"741558",2,3,4,"Strongly Disagree","Disagree","Fairly Often"
"789942",1,5,5,"Completely Disagree","Agree","Very Often"
"690742",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"313798",4,5,4,"Neutral","Agree","Fairly Often"
"108727",7,2,4,"Completely Agree","Strongly Disagree","Fairly Often"
"994565",2,2,2,"Strongly Disagree","Strongly Disagree","Rarely"
"170777",3,5,4,"Disagree","Agree","Fairly Often"
"392800",2,5,5,"Strongly Disagree","Agree","Very Often"
"253529",4,3,1,"Neutral","Disagree","Never"
"768256",4,2,4,"Neutral","Strongly Disagree","Fairly Often"
"189995",3,5,4,"Disagree","Agree","Fairly Often"
"483056",4,1,2,"Neutral","Completely Disagree","Rarely"
"560791",3,5,4,"Disagree","Agree","Fairly Often"
"788714",3,5,5,"Disagree","Agree","Very Often"
"100966",3,5,3,"Disagree","Agree","Occasionally"
"605517",7,4,5,"Completely Agree","Neutral","Very Often"
"393982",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"168437",3,4,5,"Disagree","Neutral","Very Often"
"650211",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"133615",3,5,3,"Disagree","Agree","Occasionally"
"767824",1,5,4,"Completely Disagree","Agree","Fairly Often"
"229314",3,1,3,"Disagree","Completely Disagree","Occasionally"
"188807",3,6,3,"Disagree","Strongly Agree","Occasionally"
"410231",4,5,4,"Neutral","Agree","Fairly Often"
"953175",4,1,3,"Neutral","Completely Disagree","Occasionally"
"527166",3,4,4,"Disagree","Neutral","Fairly Often"
"434679",3,5,5,"Disagree","Agree","Very Often"
"752366",3,5,3,"Disagree","Agree","Occasionally"
"911985",2,2,5,"Strongly Disagree","Strongly Disagree","Very Often"
"788468",4,1,1,"Neutral","Completely Disagree","Never"
"621469",3,4,2,"Disagree","Neutral","Rarely"
"545859",2,5,3,"Strongly Disagree","Agree","Occasionally"
"296617",3,2,1,"Disagree","Strongly Disagree","Never"
"730449",7,1,1,"Completely Agree","Completely Disagree","Never"
"324600",3,4,5,"Disagree","Neutral","Very Often"
"441920",2,6,5,"Strongly Disagree","Strongly Agree","Very Often"
"577312",3,7,5,"Disagree","Completely Agree","Very Often"
"247683",4,4,4,"Neutral","Neutral","Fairly Often"
"501771",3,3,1,"Disagree","Disagree","Never"
"544892",2,4,3,"Strongly Disagree","Neutral","Occasionally"
"275292",4,4,3,"Neutral","Neutral","Occasionally"
"720077",4,4,3,"Neutral","Neutral","Occasionally"
"349534",4,3,3,"Neutral","Disagree","Occasionally"
"857470",2,7,4,"Strongly Disagree","Completely Agree","Fairly Often"
"951136",3,4,2,"Disagree","Neutral","Rarely"
"592367",4,4,5,"Neutral","Neutral","Very Often"
"622058",3,5,5,"Disagree","Agree","Very Often"
"588541",3,5,4,"Disagree","Agree","Fairly Often"
"630272",3,4,3,"Disagree","Neutral","Occasionally"
"361758",7,2,1,"Completely Agree","Strongly Disagree","Never"
"824429",4,4,4,"Neutral","Neutral","Fairly Often"
"103549",4,4,4,"Neutral","Neutral","Fairly Often"
"568788",3,1,2,"Disagree","Completely Disagree","Rarely"
"602151",7,1,2,"Completely Agree","Completely Disagree","Rarely"
"758138",3,6,6,"Disagree","Strongly Agree","All the time"
"634452",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"365250",3,3,4,"Disagree","Disagree","Fairly Often"
"585212",4,6,5,"Neutral","Strongly Agree","Very Often"
"768603",2,6,6,"Strongly Disagree","Strongly Agree","All the time"
"540280",4,5,4,"Neutral","Agree","Fairly Often"
"148598",4,5,3,"Neutral","Agree","Occasionally"
